3008.483276	1470
3022.052917	1470
3035.623474	1470
3049.195557	1470
3062.768555	1470
3076.342468	1470
3089.917603	1470
3103.493652	1470
3117.070923	1471
3130.648804	1470
3144.227600	1470
3157.807007	1470
3171.387329	1470
3184.968567	1470
3198.550110	1470
3212.132568	1470
3225.715332	1470
3239.299011	1470
3252.882690	1470
3266.467285	1470
3280.051880	1470
3293.637085	1470
3307.222290	1470
3320.808105	1470
3334.393921	1470
3347.980042	1470
3361.566162	1470
3375.152283	1470
3388.738403	1470
3402.324524	1470
3415.910645	1470
3429.496765	1470
3443.082581	1470
3456.668091	1470
3470.253601	1470
3483.838501	1470
3497.423401	1470
3511.007690	1470
3524.591675	1470
3538.175049	1470
3551.757813	1470
3565.340271	1470
3578.921814	1470
3592.502747	1470
3606.083069	1470
3619.662781	1470
3633.241272	1470
3646.819153	1470
3660.396118	1470
3673.972168	1470
3687.547302	1470
3701.121216	1470
3714.694214	1470
3728.265991	1470
3741.836853	1470
3755.406189	1470
3768.974304	1470
3782.541199	1470
3796.106567	1470
3809.670715	1470
3823.233337	1470
3836.794434	1470
3850.354004	1471
3863.912048	1471
3877.468262	1476
3891.022949	1476
3904.576111	1474
3918.127136	1470
3931.676636	1470
3945.223999	1470
3958.769836	1470
3972.313232	1470
3985.855103	1470
3999.394531	1470
4012.932129	1470
4026.467590	1470
4040.000610	1470
4053.531494	1470
4067.060242	1470
4080.586548	1470
4094.110718	1470
4107.632141	1470
4121.151428	1470
4134.667969	1470
4148.182068	1470
4161.693420	1470
4175.202332	1470
4188.708191	1470
4202.211609	1470
4215.712280	1470
4229.209900	1470
4242.705078	1470
4256.196899	1470
4269.685974	1479
4283.171997	1481
4296.654968	1515
4310.134583	1518
4323.611450	1502
4337.084961	1504
4350.555115	1477
4364.021912	1476
4377.485657	1473
4390.945740	1473
4404.402771	1473
4417.856140	1473
4431.305847	1473
4444.752197	1473
4458.194885	1473
4471.633606	1475
4485.068970	1474
4498.500671	1474
4511.928406	1472
4525.352173	1474
4538.772278	1472
4552.188416	1474
4565.600586	1474
4579.008484	1480
4592.412720	1496
4605.812378	1507
4619.208374	1521
4632.599792	1527
4645.986938	1511
4659.370117	1503
4672.748718	1495
4686.123047	1495
4699.492798	1489
4712.857971	1488
4726.218872	1501
4739.575195	1504
4752.926636	1500
4766.273499	1500
4779.615784	1503
4792.953186	1503
4806.286011	1475
4819.613647	1473
4832.936707	1470
4846.254578	1470
4859.567566	1470
4872.875366	1470
4886.178284	1470
4899.476013	1470
4912.768555	1477
4926.055908	1502
4939.338074	1533
4952.614746	1565
4965.886230	1568
4979.152222	1570
4992.412720	1577
5005.667725	1578
5018.917236	1588
5032.161255	1584
5045.399475	1580
5058.632202	1577
5071.859131	1576
5085.080261	1576
5098.295593	1591
5111.505127	1592
5124.708862	1580
5137.905884	1574
5151.098022	1565
5164.283447	1571
5177.462769	1569
5190.635986	1564
5203.803101	1588
5216.964111	1661
5230.118408	1746
5243.267212	1742
5256.408691	1750
5269.544678	1741
5282.673340	1750
5295.795898	1773
5308.911743	1729
5322.021484	1668
5335.123901	1588
5348.220215	1526
5361.309814	1517
5374.392090	1514
5387.467651	1521
5400.536499	1521
5413.598633	1507
5426.653442	1531
5439.701538	1553
5452.742310	1616
5465.776367	1660
5478.803101	1649
5491.822510	1640
5504.834595	1619
5517.839355	1620
5530.836792	1624
5543.826904	1631
5556.809692	1661
5569.785156	1674
5582.753296	1670
5595.713501	1670
5608.665771	1699
5621.610718	1667
5634.548340	1854
5647.477417	2053
5660.399170	2201
5673.312988	2105
5686.218872	1672
5699.117432	2306
5712.007446	6634
5724.889526	10971
5737.763062	11146
5750.629272	11049
5763.486938	10284
5776.336670	8155
5789.177856	4298
5802.010498	2977
5814.835205	4652
5827.651367	6439
5840.459595	5815
5853.258667	4788
5866.049194	3542
5878.831787	2322
5891.605225	2389
5904.370117	2782
5917.126465	2498
5929.873657	2328
5942.612305	4006
5955.342407	5619
5968.063354	6455
5980.775146	6636
5993.477783	6203
6006.171875	6395
6018.856812	7367
6031.532593	7968
6044.199219	6864
6056.856079	4999
6069.504395	3284
6082.142944	2691
6094.772339	2354
6107.392578	2136
6120.003052	2968
6132.604370	3721
6145.195923	3845
6157.777710	3774
6170.349731	3690
6182.912598	3550
6195.465698	3956
6208.008423	4283
6220.541992	4156
6233.065186	3777
6245.578613	3431
6258.082275	4114
6270.576172	5552
6283.059692	6715
6295.532837	6573
6307.996216	5809
6320.449219	3895
6332.892456	1777
6345.325317	1206
6357.747192	1499
6370.159302	1792
6382.561035	1854
6394.951782	1844
6407.332153	1868
6419.702148	1725
6432.061768	1665
6444.410400	1570
6456.748657	1518
6469.075928	1490
6481.392822	1496
6493.698120	1493
6505.993042	1519
6518.276978	1519
6530.549927	1519
6542.811890	1492
6555.062866	1498
6567.302856	1484
6579.531250	1479
6591.748657	1477
6603.955078	1472
6616.149902	1470
6628.333740	1470
6640.505981	1470
6652.666626	1470
6664.816284	1470
6676.953735	1470
6689.080200	1470
6701.195068	1470
6713.297729	1470
6725.388794	1470
6737.468872	1470
6749.536133	1470
6761.592407	1470
6773.636475	1470
6785.668335	1470
6797.688599	1470
6809.696655	1470
6821.692505	1470
6833.676758	1470
6845.648193	1470
6857.608032	1470
6869.555054	1470
6881.489868	1470
6893.413086	1470
6905.322876	1470
6917.221069	1470
6929.106445	1470
6940.979004	1470
6952.839355	1470
6964.686890	1470
6976.521606	1470
6988.344116	1470
7000.153809	1470
7011.950073	1470
7023.734131	1470
7035.505371	1470
7047.263184	1470
7059.008179	1470
7070.740356	1470
7082.459106	1470
7094.165039	1470
7105.857544	1470
7117.536621	1470
7129.202881	1470
7140.855713	1470
7152.495117	1470
7164.121094	1470
7175.733643	1470
7187.332764	1470
7198.918457	1470
7210.490723	1470
7222.048950	1470
7233.593750	1470
7245.124512	1470
7256.641846	1470
7268.145142	1470
7279.634399	1470
7291.110229	1470
7302.572021	1470
7314.019775	1470
7325.452881	1470
7336.872559	1470
7348.278198	1470
7359.669189	1470
7371.046143	1470
7382.409058	1470
7393.757324	1470
7405.091553	1470
7416.411133	1470
7427.716064	1470
7439.006958	1470
7450.282593	1470
7461.544189	1470
7472.791138	1470
7484.023438	1470
7495.240479	1470
7506.443481	1470
7517.631226	1470
7528.804321	1470
7539.962158	1470
7551.105347	1470
7562.233276	1470
7573.346558	1470
7584.443970	1470
7595.526733	1470
