g3_1_1bits,g3_2_1bits,g3_3_1bits,g3_1_2bits,g3_2_2bits,g3_3_2bits,g3_1_3bits,g3_2_3bits,g3_3_3bits,g3_1_4bits,g3_2_4bits,g3_3_4bits,g3_1_5bits,g3_2_5bits,g3_3_5bits,g3_1_6bits,g3_2_6bits,g3_3_6bits,g3_1_7bits,g3_2_7bits,g3_3_7bits,g3_1_8bits,g3_2_8bits,g3_3_8bits,g3_1_9bits,g3_2_9bits,g3_3_9bits,g3_1_10bits,g3_2_10bits,g3_3_10bits,g3_1_11bits,g3_2_11bits,g3_3_11bits,g3_1_12bits,g3_2_12bits,g3_3_12bits,g3_1_13bits,g3_2_13bits,g3_3_13bits,g3_1_14bits,g3_2_14bits,g3_3_14bits,g3_1_15bits,g3_2_15bits,g3_3_15bits,g3_1_16bits,g3_2_16bits,g3_3_16bits
0.2458,-0.1742,0.2458,0.10579999999999998,-0.03420000000000001,0.10579999999999998,0.0658,-0.0542,0.0658,0.04980000000000001,-0.09019999999999999,0.07780000000000001,0.05612258064516129,-0.07936129032258064,0.06967096774193549,0.05246666666666666,-0.08086666666666667,0.07246666666666665,0.05068188976377952,-0.07829448818897637,0.07052440944881888,0.04979999999999998,-0.07867058823529412,0.06956470588235292,0.05018356164383561,-0.07803561643835616,0.06990958904109587,0.050374780058651036,-0.07812961876832844,0.06967096774193549,0.050265070835368825,-0.07817655105031754,0.06975701025891548,0.05021025641025639,-0.0782,0.0698,0.05018285923574656,-0.07821172018068612,0.0697702112074228,0.05016916315693096,-0.07819194286760667,0.06975531953854605,0.050175133518478965,-0.07819487289040802,0.06976069215979491,0.05017170977340352,-0.0782027466239414,0.06975696955825131
0.2458,-0.1742,0.2458,0.10579999999999998,-0.03420000000000001,0.10579999999999998,0.0658,-0.0542,0.0658,0.07780000000000001,-0.06219999999999999,0.07780000000000001,0.06967096774193549,-0.06581290322580645,0.08321935483870965,0.0658,-0.06753333333333333,0.08580000000000002,0.06721732283464565,-0.06837322834645669,0.08705984251968504,0.06627058823529411,-0.06878823529411765,0.08603529411764702,0.06662191780821916,-0.06817260273972603,0.08634794520547942,0.06679706744868036,-0.06827624633431084,0.08650381231671553,0.06708969223253541,-0.0681228138739619,0.0865816316560821,0.06703076923076923,-0.06814871794871795,0.08651794871794868,0.0670013185203272,-0.06811038945183738,0.08653739470150165,0.06701223219190625,-0.06809122871268998,0.08654711591283645,0.06700487075411238,-0.068094466994232,0.08655197607348855,0.06700119020370793,-0.0681024948500801,0.08654799725337606
0.2458,-0.1742,0.2458,0.10579999999999998,-0.03420000000000001,0.10579999999999998,0.0658,-0.0542,0.0658,0.07780000000000001,-0.06219999999999999,0.07780000000000001,0.06967096774193549,-0.052264516129032254,0.08321935483870965,0.07246666666666665,-0.0542,0.08580000000000002,0.07052440944881888,-0.05514488188976378,0.08705984251968504,0.06956470588235292,-0.05561176470588236,0.08768235294117646,0.06990958904109587,-0.05584383561643835,0.0879917808219178,0.07008152492668623,-0.055548973607038116,0.08773548387096777,0.06996218856863703,-0.05540175867122618,0.08781270151441131,0.0699025641025641,-0.05543076923076923,0.08774871794871794,0.06997531436942986,-0.0554965449884019,0.08776801367354417,0.06996041018128546,-0.05547815418421535,0.08777765976927301,0.0699529587694937,-0.05548177739799187,0.08776966460158084,0.0699492332341497,-0.05547718013275349,0.08777207598992906
0.2458,-0.1742,0.2458,0.10579999999999998,-0.03420000000000001,0.10579999999999998,0.0658,-0.0542,0.0658,0.04980000000000001,-0.03419999999999998,0.07780000000000001,0.05612258064516129,-0.03871612903225807,0.06967096774193549,0.059133333333333316,-0.04086666666666666,0.07246666666666665,0.05729606299212597,-0.04191653543307086,0.07383149606299214,0.059682352941176464,-0.04078823529411765,0.07450588235294117,0.05922465753424658,-0.04022739726027397,0.07484109589041094,0.05899648093841642,-0.04076891495601173,0.0745976539589443,0.05888255984367366,-0.040628920371275024,0.07468128969223253,0.058928205128205124,-0.04055897435897435,0.07472307692307692,0.05895101941154926,-0.04057528995238677,0.07469268709559274,0.05893678813404138,-0.040609082585607026,0.07470313129463468,0.058929673146763506,-0.04060034180730612,0.07469553514206367,0.058932524605172815,-0.04060238040741587,0.07469814602883953
0.2458,-0.1742,0.2458,0.10579999999999998,-0.03420000000000001,0.10579999999999998,0.0658,0.0058,0.0658,0.04980000000000001,-0.03419999999999998,0.04980000000000001,0.042574193548387096,-0.02516774193548388,0.05612258064516129,0.04579999999999998,-0.020866666666666672,0.05246666666666666,0.04737480314960629,-0.0220740157480315,0.053988976377952747,0.046505882352941175,-0.022670588235294137,0.05474117647058821,0.0468958904109589,-0.022145205479452063,0.055115068493150676,0.04709032258064516,-0.021883284457478003,0.05530146627565982,0.04718739618954568,-0.021957694186614557,0.05518935026868588,0.04713333333333333,-0.021892307692307683,0.05513333333333334,0.047106311805640344,-0.021962178000244165,0.05510533512391649,0.047118439846182,-0.021945834096319367,0.055091338582677146,0.04712450331125828,-0.021937662892544313,0.05509715872676779,0.04712112611581598,-0.02193998626688029,0.05510006866559852
-0.1742,-0.1742,-0.1742,-0.03420000000000001,-0.03420000000000001,-0.03420000000000001,0.0058,0.0058,0.0058,0.021800000000000014,-0.006199999999999983,0.021800000000000014,0.0290258064516129,0.0019290322580645114,0.0290258064516129,0.03246666666666667,-0.0008666666666666822,0.02579999999999999,0.034146456692913385,-0.0022314960629921388,0.02753228346456693,0.034976470588235276,-0.002905882352941175,0.02838823529411763,0.034567123287671225,-0.0032410958904109666,0.027991780821917805,0.034363049853372435,-0.002997653958944274,0.028204692082111432,0.03446634098680998,-0.003081289692232536,0.028310991695163656,0.03451794871794872,-0.003123076923076923,0.02826153846153845,0.034492467342204874,-0.003092687095592711,0.02823682090098889,0.03450536531770737,-0.0031031312946346867,0.028224464383812486,0.03449899594103825,-0.003108352916043583,0.028231104464857937,0.03450222018768598,-0.003110963607232786,0.02822801556420232
-0.1742,-0.1742,-0.1742,-0.03420000000000001,-0.03420000000000001,-0.03420000000000001,0.0058,0.0058,0.0058,0.021800000000000014,0.021800000000000014,-0.006199999999999983,0.0290258064516129,0.015477419354838706,0.0019290322580645114,0.03246666666666667,0.012466666666666654,0.0058,0.034146456692913385,0.014303937007874024,0.00768976377952757,0.03332941176470586,0.015211764705882341,0.0069764705882352784,0.033745205479452034,0.01566301369863013,0.006621917808219163,0.033541935483870966,0.015477419354838706,0.006445161290322576,0.03364562774792379,0.015589936492427958,0.006356912554958488,0.03359487179487178,0.015543589743589742,0.006312820512820505,0.033569503113173,0.015520424856549891,0.006342058356733016,0.033582457425379963,0.015508844533968141,0.0063566746017212905,0.033576116214484086,0.015503054902798546,0.006351164281136523,0.03357294575417716,0.015500160219729914,0.006348409246967279
0.2458,-0.1742,-0.1742,0.10579999999999998,-0.03420000000000001,-0.03420000000000001,0.0658,0.0058,0.0058,0.04980000000000001,0.021800000000000014,-0.006199999999999983,0.05612258064516129,0.0290258064516129,0.0019290322580645114,0.05246666666666666,0.03246666666666667,-0.0008666666666666822,0.05068188976377952,0.034146456692913385,0.0010755905511810882,0.04979999999999998,0.03332941176470586,0.002035294117647052,0.05018356164383561,0.033745205479452034,0.0016904109589040983,0.04996422287390029,0.033541935483870966,0.0019290322580645114,0.0500598925256473,0.03344044943820226,0.0020481680508060707,0.0501076923076923,0.03338974358974359,0.0019025641025640916,0.05013158344524479,0.033415675741667705,0.001932340373580782,0.05014352682658854,0.03340300311298297,0.0019472257828236639,0.05013668019653922,0.03339666737876523,0.0019546678060243516,0.050139665827420465,0.033399908445868626,0.0019519798580910908
0.2458,0.2458,-0.1742,0.10579999999999998,0.10579999999999998,-0.03420000000000001,0.0658,0.0658,0.0058,0.07780000000000001,0.04980000000000001,0.021800000000000014,0.06967096774193549,0.042574193548387096,0.015477419354838706,0.0658,0.04579999999999998,0.012466666666666654,0.06721732283464565,0.04737480314960629,0.010996850393700797,0.06791764705882353,0.046505882352941175,0.010270588235294115,0.06744383561643835,0.0468958904109589,0.009909589041095873,0.06720762463343108,0.04667976539589444,0.010140175953079172,0.06708969223253541,0.04657186126038104,0.01005012212994627,0.06713333333333332,0.04662051282051283,0.009902564102564099,0.0671551458918325,0.046644829691124406,0.009931363691856931,0.06714041384361838,0.046656985900018294,0.009945760849661228,0.06714586626789149,0.04666306344798121,0.009952958769493703,0.06714218356603341,0.046659693293659876,0.009950148775463491
0.2458,0.2458,-0.1742,0.10579999999999998,0.10579999999999998,-0.03420000000000001,0.0658,0.0658,0.0058,0.07780000000000001,0.04980000000000001,0.021800000000000014,0.08321935483870965,0.05612258064516129,0.0290258064516129,0.08580000000000002,0.059133333333333316,0.02579999999999999,0.08705984251968504,0.05729606299212597,0.02753228346456693,0.08603529411764702,0.058035294117647046,0.02838823529411763,0.08552602739726026,0.05758082191780822,0.027991780821917805,0.08568269794721409,0.05735425219941351,0.028204692082111432,0.08555574010747438,0.05724113336590131,0.028310991695163656,0.08559487179487177,0.057287179487179485,0.02826153846153845,0.08561443047246978,0.05725891832499086,0.028288096691490683,0.08559857169016663,0.05727042666178356,0.02830137337483976,0.0856034607989746,0.05727618030335399,0.028295193334757524,0.08559949645227741,0.057279056992446786,0.02829210345616845
