1_1,1_2,1_3,2_1,2_2,2_3,3_1,3_2,3_3,4_1,4_2,4_3,5_1,5_2,5_3,6_1,6_2,6_3,7_1,7_2,7_3,8_1,8_2,8_3,9_1,9_2,9_3,10_1,10_2,10_3,11_1,11_2,11_3,12_1,12_2,12_3,13_1,13_2,13_3,14_1,14_2,14_3
0.1667,0.04013,0.1219,0.0622,0.04343,0.08826,0.02145,0.01306,0.0202,0.021,0.01913,0.01486,0.06415,0.1017,0.0646,0.06757,0.08044,0.0757,0.1312,0.0863,0.0663,0.129,0.1274,0.108,0.07043,0.1066,0.1024,0.11523,0.1567,0.12274,0.1147,0.1597,0.10144,0.02853,0.1144,0.01974,0.04672,0.01794,0.0108,0.04053,0.03217,0.0489
0.1462,0.03336,0.09814,0.05997,0.0406,0.0782,0.02106,0.0126,0.01984,0.02066,0.01746,0.014435,0.06113,0.0964,0.0624,0.06604,0.0793,0.0746,0.121,0.0846,0.06506,0.1191,0.1273,0.1037,0.06384,0.10297,0.09326,0.0997,0.1531,0.12036,0.1078,0.1533,0.0925,0.02777,0.1052,0.01886,0.0467,0.01688,0.01044,0.03918,0.02933,0.0474
0.1083,0.01663,0.05484,0.04813,0.03195,0.05707,0.01956,0.0112,0.01831,0.01813,0.0141,0.01355,0.05597,0.0847,0.0574,0.0637,0.0749,0.07056,0.1009,0.07745,0.0633,0.0921,0.11475,0.08264,0.0458,0.07544,0.067,0.0621,0.1151,0.10974,0.0912,0.1353,0.07697,0.02481,0.088,0.01779,0.04254,0.01434,0.0083,0.03903,0.02576,0.0375
0.06854,-0.004395,0.01758,0.02896,0.01828,0.02786,0.01721,0.009125,0.0163,0.01355,0.009766,0.0123,0.05078,0.0692,0.05032,0.06015,0.06995,0.0642,0.0769,0.0689,0.06186,0.06073,0.09717,0.05664,0.02328,0.03464,0.03333,0.01315,0.05536,0.0924,0.0718,0.1128,0.0624,0.0203,0.0633,0.01581,0.03674,0.01306,0.00641,0.03806,0.01831,0.01984
0.03723,-0.02606,-0.00705,0.00928,0.00409,0.00241,0.01477,0.006897,0.01422,0.00885,0.005432,0.01059,0.0467,0.0517,0.04263,0.05554,0.065,0.0565,0.05692,0.06384,0.06116,0.03793,0.08655,0.03284,0.003937,-0.004974,0.00409,-0.03098,-0.00955,0.07306,0.05658,0.089,0.05103,0.01617,0.03473,0.01398,0.03,0.01291,0.005493,0.0354,0.00864,0.004242
0.01974,-0.04327,-0.006134,-0.00763,-0.006653,-0.0155,0.0123,0.004395,0.0119,0.005676,0.001404,0.00864,0.04358,0.0356,0.03665,0.0508,0.06125,0.04953,0.04013,0.0625,0.05972,0.02982,0.0873,0.02289,-0.007812,-0.03134,-0.0137,-0.0562,-0.06003,0.0603,0.0467,0.068,0.04147,0.01239,0.00592,0.01111,0.02396,0.013336,0.00528,0.03467,0.001404,-0.00711
0.01587,-0.0502,0.02316,-0.01712,-0.01343,-0.02057,0.009705,0.001984,0.00983,0.004333,-0.001648,0.00641,0.04156,0.02185,0.03256,0.0461,0.05914,0.0449,0.02829,0.06506,0.0575,0.03967,0.0958,0.02997,-0.006134,-0.0391,-0.01318,-0.05713,-0.0821,0.05167,0.04105,0.05023,0.03357,0.00998,-0.01904,0.00928,0.01953,0.01468,0.005554,0.03152,-0.003387,-0.0119
0.0206,-0.04495,0.06604,-0.01785,-0.01437,-0.01187,0.006775,-0.0006104,0.00784,0.00525,-0.003693,0.00418,0.0394,0.00809,0.0307,0.04077,0.05682,0.0423,0.02386,0.0682,0.0542,0.05847,0.11084,0.05023,0.00641,-0.02802,0.003479,-0.03622,-0.0706,0.04672,0.03458,0.03464,0.02402,0.00989,-0.03937,0.007935,0.01614,0.01529,0.0065,0.02655,-0.003815,-0.010956
0.02847,-0.03061,0.1046,-0.010864,-0.00986,0.007233,0.003235,-0.003387,0.005524,0.00824,-0.004944,0.002136,0.0364,-0.010345,0.02975,0.0342,0.05405,0.04086,0.014984,0.0686,0.04962,0.07983,0.12317,0.07715,0.02509,-0.003174,0.03091,-0.002533,-0.03247,0.03876,0.02405,0.01764,0.012085,0.0105,-0.05414,0.00656,0.013794,0.01526,0.00775,0.02084,-0.000885,-0.002502
0.03128,-0.01416,0.1191,-0.0002441,-0.00177,0.03079,-0.000763,-0.00644,0.002258,0.01166,-0.006073,0.0,0.03134,-0.02966,0.02798,0.0274,0.04892,0.04,-0.002808,0.0647,0.04422,0.0936,0.1271,0.0972,0.04297,0.02298,0.05707,0.03003,0.015564,0.02545,0.007812,-0.004333,-0.003021,0.01065,-0.068,0.005615,0.00943,0.01352,0.0087,0.01041,0.00641,0.009125
0.0214,-0.001984,0.0967,0.00717,0.006042,0.04642,-0.005096,-0.00961,-0.001923,0.01422,-0.00769,-0.001953,0.02377,-0.04953,0.02414,0.0214,0.04102,0.03842,-0.02768,0.05594,0.0381,0.09106,0.11926,0.10254,0.0518,0.0388,0.06604,0.0476,0.05402,0.006653,-0.013855,-0.02975,-0.02194,0.00888,-0.0824,0.00415,0.003876,0.0101,0.00922,0.0004883,0.01419,0.01453
-0.004578,0.001953,0.03967,0.007416,0.009,0.04846,-0.00937,-0.01233,-0.00641,0.01581,-0.00946,-0.003632,0.01419,-0.06903,0.01721,0.01633,0.03082,0.03458,-0.05392,0.0444,0.03247,0.07166,0.0968,0.08875,0.04895,0.04022,0.05084,0.041,0.06494,-0.0184,-0.0382,-0.05594,-0.0411,0.0054,-0.0985,0.003387,-0.002777,0.00592,0.00897,-0.006134,0.01767,0.01688
-0.04498,-0.002808,-0.0386,-0.001373,0.0058,0.03357,-0.01297,-0.01434,-0.01071,0.01617,-0.01129,-0.005035,0.00351,-0.08545,0.00769,0.012634,0.01923,0.02774,-0.07605,0.03278,0.02786,0.03827,0.0661,0.05597,0.03485,0.02649,0.01303,0.00888,0.04114,-0.0449,-0.0594,-0.0801,-0.05585,0.0008545,-0.11755,0.001373,-0.010376,0.001648,0.0083,-0.00986,0.0199,0.01572
-0.08923,-0.01248,-0.1126,-0.01563,-0.00357,0.00583,-0.01566,-0.01538,-0.01404,0.01584,-0.01276,-0.00586,-0.007263,-0.09546,-0.002777,0.0101,0.00833,0.01883,-0.0906,0.02457,0.02429,0.0054,0.03363,0.01563,0.01401,0.00116,-0.03995,-0.03915,-0.0108,-0.06384,-0.07166,-0.0979,-0.06573,-0.00461,-0.1332,-0.001984,-0.01584,-0.001709,0.007294,-0.00867,0.02042,0.014435
-0.1257,-0.02258,-0.155,-0.02884,-0.01517,-0.02243,-0.01694,-0.0155,-0.01627,0.01486,-0.01358,-0.00638,-0.01721,-0.09546,-0.01184,0.007812,-0.000824,0.009155,-0.08923,0.02246,0.02133,-0.01816,0.006073,-0.02014,-0.0065,-0.02734,-0.09436,-0.0869,-0.07556,-0.0744,-0.07434,-0.1062,-0.068,-0.0094,-0.1436,-0.00461,-0.01999,-0.003387,0.006653,-0.00464,0.02225,0.01077
-0.1465,-0.03043,-0.1492,-0.0397,-0.02481,-0.04926,-0.01709,-0.01495,-0.01727,0.01477,-0.013336,-0.00641,-0.0253,-0.08844,-0.01822,0.00479,-0.006073,0.0002441,-0.0745,0.02655,0.01819,-0.03043,-0.012024,-0.03873,-0.0199,-0.0507,-0.1348,-0.1206,-0.132,-0.07733,-0.0696,-0.1064,-0.06256,-0.01224,-0.1418,-0.006104,-0.02222,-0.003723,0.00598,0.002563,0.02246,0.001862
-0.144,-0.03226,-0.09625,-0.04587,-0.0325,-0.0687,-0.01675,-0.01407,-0.01743,0.015564,-0.01181,-0.006104,-0.03119,-0.0762,-0.0214,0.0004883,-0.00702,-0.006165,-0.05362,0.03467,0.0148,-0.02682,-0.01895,-0.0361,-0.02231,-0.06097,-0.1484,-0.1292,-0.1655,-0.0702,-0.05963,-0.099,-0.05194,-0.0116,-0.1256,-0.006287,-0.02237,-0.002472,0.005554,0.007324,0.01819,-0.005096
-0.1199,-0.02911,-0.01685,-0.04578,-0.03577,-0.0778,-0.01654,-0.013214,-0.01755,0.01715,-0.00958,-0.005585,-0.03387,-0.05826,-0.02164,-0.004486,-0.00537,-0.00961,-0.0299,0.04352,0.01059,-0.012054,-0.01535,-0.01584,-0.014465,-0.0571,-0.1323,-0.1096,-0.1691,-0.05817,-0.0466,-0.08655,-0.03772,-0.00894,-0.09906,-0.00586,-0.0214,-0.0008545,0.005737,0.00888,0.01373,-0.01105
-0.0834,-0.02353,0.06012,-0.04272,-0.03525,-0.08136,-0.017,-0.01251,-0.01764,0.01883,-0.00653,-0.005035,-0.03412,-0.0382,-0.0202,-0.00989,-0.003326,-0.010315,-0.01288,0.04953,0.005768,0.006287,-0.00583,0.01868,-0.0002747,-0.04202,-0.09375,-0.072,-0.1416,-0.04645,-0.03387,-0.0694,-0.02423,-0.005768,-0.0658,-0.003906,-0.0191,0.0003357,0.005646,0.01019,0.00821,-0.01471
-0.04688,-0.01892,0.1063,-0.03918,-0.0333,-0.081,-0.01791,-0.0119,-0.01822,0.01965,-0.00357,-0.00461,-0.0328,-0.02017,-0.01886,-0.01401,-0.003265,-0.00961,-0.009186,0.05005,0.001007,0.02246,0.00827,0.05206,0.01361,-0.02142,-0.04504,-0.03076,-0.0957,-0.03656,-0.02295,-0.05228,-0.01251,-0.002594,-0.02783,-0.001678,-0.01688,0.0004578,0.00586,0.01068,0.002747,-0.01462
-0.0209,-0.0187,0.1074,-0.03937,-0.0322,-0.08405,-0.01898,-0.01138,-0.01874,0.01926,-0.00119,-0.004395,-0.03107,-0.00473,-0.01877,-0.01614,-0.006256,-0.00931,-0.015045,0.04382,-0.003448,0.03293,0.02048,0.0711,0.02075,-0.003876,-0.002686,-0.001373,-0.04907,-0.02771,-0.0159,-0.04022,-0.00787,-0.0009155,0.006714,0.0002136,-0.01563,-0.000977,0.005157,0.012115,-0.000977,-0.01187
-0.008026,-0.02197,0.0619,-0.04318,-0.03458,-0.09204,-0.01962,-0.01062,-0.01895,0.01718,9.155e-05,-0.004242,-0.0299,0.009796,-0.02005,-0.01682,-0.01239,-0.01068,-0.02536,0.032,-0.00699,0.037,0.02646,0.07104,0.01779,0.003174,0.01956,0.003906,-0.01822,-0.02393,-0.01401,-0.0341,-0.01016,-0.001129,0.02975,0.001587,-0.01407,-0.003235,0.00409,0.01013,-0.002777,-0.00592
-0.005676,-0.02722,-0.01837,-0.04663,-0.03845,-0.0995,-0.01929,-0.009705,-0.01862,0.01364,3.05e-05,-0.00403,-0.02933,0.02106,-0.02298,-0.01627,-0.0203,-0.01453,-0.0347,0.0166,-0.00958,0.02975,0.02872,0.05197,0.004578,-0.00464,0.01517,-0.01541,-0.01514,-0.02744,-0.01767,-0.0388,-0.0195,-0.003448,0.042,0.002106,-0.01245,-0.00583,0.002655,0.005463,-0.001282,-0.0009155
-0.0076,-0.03204,-0.10547,-0.048,-0.04178,-0.103,-0.01813,-0.00867,-0.0177,0.00928,-0.000824,-0.003754,-0.0292,0.02853,-0.02573,-0.01636,-0.02832,-0.02069,-0.0331,0.0005493,-0.01169,0.01315,0.02234,0.0221,-0.0152,-0.02582,-0.01123,-0.04974,-0.0394,-0.032,-0.02762,-0.04852,-0.03397,-0.00638,0.0457,0.002289,-0.01007,-0.007202,0.000885,0.001465,0.0007324,0.0009155
-0.00421,-0.0341,-0.1729,-0.04562,-0.0431,-0.1001,-0.01611,-0.00787,-0.01639,0.004547,-0.002167,-0.003479,-0.0282,0.03613,-0.02737,-0.01791,-0.03513,-0.0285,-0.01419,-0.01236,-0.013245,-0.005005,0.00833,-0.00891,-0.03452,-0.0558,-0.04578,-0.0833,-0.0785,-0.03748,-0.0383,-0.05853,-0.0444,-0.00836,0.04416,0.001526,-0.007294,-0.006775,-0.0002136,-0.003479,0.000885,-0.0009155
0.00867,-0.0317,-0.2019,-0.03925,-0.04132,-0.0916,-0.01373,-0.00708,-0.01474,0.0003357,-0.003387,-0.003296,-0.02588,0.04324,-0.02744,-0.02124,-0.03955,-0.03662,0.01566,-0.02005,-0.01492,-0.01895,-0.008545,-0.02817,-0.0473,-0.08655,-0.07336,-0.1011,-0.11426,-0.03687,-0.0457,-0.0653,-0.0498,-0.0087,0.0403,0.000519,-0.004517,-0.004547,-0.000763,-0.007263,-3.05e-05,-0.00809
0.03098,-0.02365,-0.187,-0.02802,-0.03595,-0.07654,-0.011566,-0.0065,-0.01318,-0.00235,-0.003967,-0.003265,-0.02234,0.05002,-0.02548,-0.02667,-0.0425,-0.04327,0.049,-0.02219,-0.01675,-0.02548,-0.02533,-0.02826,-0.04907,-0.10944,-0.0809,-0.0948,-0.1295,-0.02634,-0.04547,-0.06085,-0.04416,-0.007385,0.03778,-0.0006104,-0.00116,-0.001465,-0.0003662,-0.00906,-0.00354,-0.01859
0.05936,-0.01184,-0.1416,-0.01309,-0.02579,-0.05426,-0.00995,-0.00595,-0.01178,-0.004578,-0.00418,-0.00354,-0.01807,0.0568,-0.0224,-0.0331,-0.0452,-0.04712,0.079,-0.02032,-0.01889,-0.02335,-0.03604,-0.01315,-0.0397,-0.1183,-0.06494,-0.0636,-0.11426,-0.00894,-0.03528,-0.04758,-0.02881,-0.00464,0.03906,-0.000824,0.001434,0.0009155,0.0001526,-0.00839,-0.007996,-0.02652
0.0832,0.001129,-0.0854,0.002014,-0.012726,-0.02966,-0.00873,-0.005585,-0.01068,-0.005432,-0.00418,-0.003815,-0.01367,0.0622,-0.01825,-0.03882,-0.04803,-0.04773,0.09576,-0.01627,-0.02112,-0.01074,-0.03818,0.01044,-0.02252,-0.1111,-0.03018,-0.01541,-0.069,0.0169,-0.01996,-0.0279,-0.01102,-0.001251,0.0437,3.05e-05,0.003845,0.002289,0.0005493,-0.00467,-0.01059,-0.02808
0.0952,0.01251,-0.0355,0.01437,9.155e-05,-0.00592,-0.007782,-0.005646,-0.0101,-0.00711,-0.004333,-0.004303,-0.00995,0.0658,-0.014435,-0.0424,-0.05182,-0.04578,0.0965,-0.01141,-0.02292,0.00644,-0.02872,0.0331,-0.002502,-0.0907,0.01361,0.03632,-0.00644,0.04047,-0.00415,-0.007935,0.005096,0.001617,0.0497,0.001648,0.005096,0.002228,0.000519,-0.00177,-0.009,-0.02225
0.09076,0.01941,-0.005585,0.021,0.009735,0.012115,-0.00702,-0.005768,-0.009796,-0.01056,-0.004974,-0.0047,-0.007416,0.06824,-0.01135,-0.04294,-0.0561,-0.04248,0.0814,-0.00845,-0.02423,0.02283,-0.01111,0.0479,0.013885,-0.06433,0.05316,0.0762,0.05396,0.05475,0.00528,0.004486,0.010895,0.003326,0.0541,0.003326,0.005432,0.0008545,-6.104e-05,-0.001038,-0.003448,-0.012695
0.07104,0.02063,6.104e-05,0.02121,0.013824,0.02151,-0.006317,-0.006073,-0.00989,-0.01624,-0.00598,-0.004944,-0.007324,0.0696,-0.009705,-0.0412,-0.05984,-0.0392,0.05814,-0.007996,-0.0246,0.0355,0.00479,0.04797,0.02234,-0.04086,0.07806,0.0936,0.0962,0.057,0.004852,0.007477,0.006165,0.003052,0.05383,0.00418,0.00534,-0.000946,-0.001038,-0.000641,0.001923,-0.001373
0.04544,0.017,-0.01312,0.01694,0.01251,0.02267,-0.0054,-0.006348,-0.009735,-0.02365,-0.00708,-0.00482,-0.00989,0.0709,-0.00961,-0.0386,-0.0625,-0.0379,0.03583,-0.00888,-0.0246,0.03967,0.01395,0.0311,0.02155,-0.0282,0.08246,0.0863,0.11096,0.0443,-0.003876,0.002045,-0.005737,0.001526,0.04736,0.004272,0.00537,-0.001678,-0.002136,-0.002747,0.00641,0.00903
0.02124,0.01126,-0.03223,0.01053,0.007507,0.0169,-0.003967,-0.006165,-0.00903,-0.03021,-0.007965,-0.004425,-0.01312,0.0722,-0.01056,-0.037,-0.06335,-0.03967,0.02335,-0.00992,-0.02429,0.0351,0.01373,0.00647,0.01315,-0.02933,0.06683,0.0575,0.09845,0.02539,-0.01605,-0.00638,-0.01889,-0.000519,0.03793,0.003632,0.007202,-0.000763,-0.002686,-0.00525,0.00922,0.015076
0.00714,0.006317,-0.04318,0.006165,0.001465,0.01199,-0.001892,-0.00522,-0.0076,-0.03543,-0.00824,-0.003845,-0.01706,0.0741,-0.01276,-0.0375,-0.06152,-0.044,0.02396,-0.009186,-0.0239,0.02255,0.0029,-0.02106,0.001282,-0.04007,0.0388,0.01971,0.06604,0.01059,-0.02362,-0.01233,-0.02417,-0.00177,0.02786,0.00241,0.01041,0.00116,-0.002472,-0.006744,0.00964,0.01877
0.00711,0.00357,-0.03687,0.006256,-0.001068,0.013245,0.000702,-0.003479,-0.005127,-0.03638,-0.007812,-0.003052,-0.01987,0.07745,-0.01462,-0.0407,-0.0576,-0.0497,0.0346,-0.006348,-0.02377,0.006195,-0.01569,-0.04214,-0.00903,-0.05234,0.01047,-0.01495,0.0257,0.007263,-0.02087,-0.00946,-0.01749,-0.00177,0.01968,0.000946,0.01419,0.003387,-0.001617,-0.00595,0.009094,0.02026
0.01675,0.00412,-0.01117,0.01138,0.001251,0.02243,0.003632,-0.00116,-0.002075,-0.0329,-0.006683,-0.00241,-0.01974,0.0808,-0.01636,-0.04544,-0.05246,-0.05426,0.05072,-0.001862,-0.02399,-0.00882,-0.03192,-0.04825,-0.01398,-0.0578,-0.00824,-0.03656,-0.008484,0.017,-0.00583,0.005157,0.001678,-0.0004272,0.01639,0.0002747,0.0177,0.005463,-0.000519,-0.002869,0.00827,0.01971
0.03091,0.007507,0.02725,0.02069,0.00821,0.04016,0.006287,0.001343,0.001343,-0.02646,-0.00522,-0.001923,-0.01587,0.0823,-0.01706,-0.04953,-0.0472,-0.05527,0.063,0.002777,-0.02429,-0.02002,-0.03748,-0.04044,-0.0116,-0.05,-0.01187,-0.03928,-0.02615,0.0361,0.01868,0.03027,0.02835,0.002167,0.01886,0.000702,0.02032,0.007263,0.000977,-0.000641,0.00763,0.01877
0.03952,0.01065,0.0674,0.02939,0.01816,0.06128,0.00836,0.00357,0.004547,-0.01886,-0.003998,-0.001709,-0.00934,0.0814,-0.01697,-0.0507,-0.0432,-0.05154,0.06775,0.005005,-0.02417,-0.02374,-0.03064,-0.02023,-0.003113,-0.02853,0.0004578,-0.0245,-0.0238,0.05835,0.04553,0.06042,0.05405,0.00528,0.02557,0.001923,0.02118,0.00818,0.002533,0.002441,0.006256,0.01843
0.03534,0.011566,0.0991,0.03253,0.02704,0.0774,0.00958,0.00525,0.00711,-0.01004,-0.003326,-0.001831,-0.001526,0.0791,-0.0167,-0.04758,-0.04105,-0.04355,0.06287,0.003845,-0.02356,-0.0195,-0.0112,0.00409,0.00818,0.001099,0.02194,0.000763,-0.004333,0.07385,0.06616,0.0867,0.071,0.00845,0.03287,0.003143,0.02008,0.00815,0.003784,0.005554,0.003326,0.02011
0.01962,0.00806,0.1136,0.02802,0.0314,0.083,0.01001,0.006622,0.00906,-0.002197,-0.002808,-0.00235,0.006256,0.07495,-0.01852,-0.04034,-0.0402,-0.0332,0.05292,-0.001892,-0.0227,-0.01178,0.01727,0.02469,0.01804,0.03165,0.0428,0.02545,0.02359,0.0753,0.0742,0.1018,0.0734,0.01077,0.03906,0.00406,0.01736,0.007385,0.004395,0.00864,0.0003662,0.0216
-0.004547,0.002289,0.10913,0.01727,0.02911,0.07745,0.01013,0.00769,0.01071,0.001953,-0.002533,-0.00299,0.013,0.06824,-0.02164,-0.02994,-0.03967,-0.02292,0.04446,-0.012726,-0.02179,-0.003723,0.04654,0.03528,0.02277,0.05643,0.05328,0.04004,0.0503,0.05948,0.0686,0.1026,0.0635,0.01181,0.0422,0.004486,0.01428,0.006348,0.004272,0.01126,-0.003082,0.02188
-0.02917,-0.003845,0.0896,0.006073,0.02145,0.0657,0.01044,0.00876,0.01218,0.003754,-0.00238,-0.003967,0.01718,0.05933,-0.02286,-0.01959,-0.03787,-0.01566,0.03763,-0.02637,-0.02124,0.001343,0.0687,0.03009,0.02042,0.0708,0.04858,0.03818,0.0658,0.03186,0.05438,0.0917,0.04767,0.011475,0.0408,0.004456,0.0119,0.005493,0.003632,0.01315,-0.005676,0.02206
-0.04718,-0.00964,0.06384,-0.001251,0.01251,0.05252,0.01129,0.00986,0.013855,0.004242,-0.001892,-0.004883,0.01947,0.04837,-0.02325,-0.01199,-0.03516,-0.01297,0.03827,-0.04138,-0.02097,0.001282,0.0776,0.012054,0.01083,0.0728,0.02771,0.02039,0.06287,0.004883,0.03888,0.07385,0.03275,0.00983,0.0337,0.00351,0.01062,0.0047,0.002563,0.01578,-0.005066,0.0198
-0.0541,-0.01181,0.04257,-0.003754,0.005554,0.0418,0.012695,0.01108,0.01547,0.004242,-0.001099,-0.005524,0.02057,0.0359,-0.021,-0.01001,-0.02982,-0.01477,0.04956,-0.05417,-0.02103,-0.005646,0.0684,-0.01337,-0.003265,0.0647,-0.00586,-0.007355,0.04303,-0.01489,0.02896,0.05722,0.02585,0.007233,0.02084,0.002075,0.010376,0.004456,0.001556,0.01636,-0.002686,0.01367
-0.0479,-0.01105,0.02902,0.0007935,0.001068,0.0353,0.01419,0.01196,0.01688,0.00409,-0.0006714,-0.005585,0.021,0.02249,-0.0148,-0.013245,-0.02118,-0.02036,0.06464,-0.06238,-0.0214,-0.0195,0.04407,-0.0394,-0.01743,0.051,-0.0426,-0.0355,0.01187,-0.02042,0.02878,0.04785,0.02875,0.004456,0.004852,0.0009155,0.010284,0.004852,0.001007,0.0152,9.155e-05,0.00415
-0.03452,-0.007202,0.02585,0.00763,0.001099,0.02979,0.01535,0.01233,0.01749,0.004364,-0.000641,-0.00528,0.02151,0.007385,-0.00644,-0.01804,-0.012146,-0.02573,0.0785,-0.06494,-0.02203,-0.0329,0.00946,-0.05884,-0.02792,0.0402,-0.0724,-0.05432,-0.02246,-0.007965,0.0377,0.04868,0.03998,0.002472,-0.01138,0.0003052,0.01001,0.005524,0.001282,0.01355,0.001465,-0.007233
-0.02234,-0.000641,0.02957,0.013794,0.002808,0.02478,0.015564,0.0119,0.01694,0.00528,-0.001038,-0.004547,0.02164,-0.00708,0.001495,-0.02264,-0.003754,-0.02722,0.0863,-0.06064,-0.02301,-0.04385,-0.02823,-0.06683,-0.03165,0.03583,-0.08716,-0.05777,-0.05038,0.01715,0.0521,0.05753,0.0541,0.001892,-0.02463,0.0007935,0.00931,0.00592,0.002045,0.01083,0.002045,-0.0169
-0.01926,0.006256,0.03525,0.01733,0.004486,0.01727,0.01456,0.01062,0.0152,0.0065,-0.001862,-0.00354,0.02133,-0.0188,0.00784,-0.02344,0.003845,-0.02444,0.084,-0.0513,-0.02383,-0.04968,-0.06012,-0.06168,-0.02844,0.0368,-0.0842,-0.0456,-0.0637,0.045,0.0643,0.0674,0.06354,0.002838,-0.0321,0.001892,0.007996,0.0054,0.00299,0.00827,0.00296,-0.02316
-0.02972,0.01236,0.04034,0.01343,0.005493,0.00482,0.01233,0.00864,0.01248,0.006134,-0.003204,-0.002747,0.01941,-0.02832,0.01257,-0.01895,0.009735,-0.01617,0.0715,-0.04034,-0.02457,-0.04764,-0.08167,-0.05087,-0.01984,0.0474,-0.0665,-0.02383,-0.0583,0.0627,0.06824,0.0737,0.06396,0.005005,-0.03348,0.00354,0.00583,0.003937,0.003448,0.00583,0.003204,-0.02481
-0.05133,0.015564,0.03802,0.003448,0.00232,-0.01227,0.009155,0.006042,0.00928,0.004242,-0.005066,-0.002258,0.01517,-0.0351,0.01578,-0.010376,0.0134,-0.003632,0.05084,-0.03146,-0.02502,-0.04227,-0.0912,-0.04053,-0.0101,0.05893,-0.04147,-0.00058,-0.0376,0.0647,0.06174,0.07025,0.05417,0.007416,-0.0307,0.00534,0.002625,0.001526,0.003418,0.002563,0.003693,-0.02155
-0.0758,0.01572,0.02536,-0.01135,-0.003967,-0.03397,0.00525,0.003143,0.005768,0.001434,-0.006836,-0.002228,0.00894,-0.03995,0.01694,0.0004272,0.01596,0.01001,0.02872,-0.02756,-0.02524,-0.0349,-0.0912,-0.03387,-0.003876,0.0654,-0.02081,0.01532,-0.01007,0.0498,0.04462,0.05472,0.03497,0.00891,-0.02515,0.006897,-0.000885,-0.001801,0.00232,-0.001221,0.005493,-0.01544
-0.09155,0.01364,0.0008545,-0.02756,-0.01239,-0.0563,0.002075,0.0001526,0.002167,-0.002136,-0.008484,-0.002502,0.0008545,-0.0428,0.01715,0.01019,0.01901,0.02142,0.0083,-0.0293,-0.02505,-0.03152,-0.0886,-0.0336,-0.003937,0.06494,-0.013306,0.01816,0.012695,0.02106,0.0214,0.02933,0.01074,0.00891,-0.01917,0.00787,-0.006012,-0.00467,9.155e-05,-0.0065,0.00833,-0.00842
-0.09,0.009705,-0.03284,-0.0413,-0.02069,-0.07605,-0.0005493,-0.002838,-0.000885,-0.00482,-0.009674,-0.003052,-0.008575,-0.04547,0.0166,0.01755,0.02301,0.02777,-0.008026,-0.035,-0.02579,-0.03497,-0.0889,-0.038,-0.01047,0.05383,-0.02185,0.006104,0.01968,-0.01178,-0.0029,-0.001404,-0.012115,0.007355,-0.01608,0.007935,-0.01199,-0.00638,-0.00232,-0.01056,0.010864,-0.002686
-0.0699,0.006744,-0.0664,-0.05096,-0.02664,-0.0885,-0.002869,-0.005646,-0.003204,-0.00537,-0.01053,-0.003662,-0.018,-0.0486,0.01514,0.02078,0.02652,0.02902,-0.01767,-0.04156,-0.02853,-0.04272,-0.09106,-0.04758,-0.02136,0.03796,-0.04282,-0.01746,0.006805,-0.03854,-0.02328,-0.02869,-0.03006,0.004913,-0.0159,0.007507,-0.01483,-0.006714,-0.004303,-0.01138,0.0123,0.001984
-0.03632,0.0058,-0.0925,-0.05176,-0.0292,-0.09015,-0.00403,-0.00824,-0.005707,-0.002502,-0.0112,-0.00418,-0.02628,-0.05118,0.013,0.02002,0.02975,0.02545,-0.02106,-0.04507,-0.02954,-0.05472,-0.09265,-0.05847,-0.03326,0.02081,-0.06836,-0.04434,-0.0224,-0.05075,-0.03394,-0.04797,-0.03824,0.002441,-0.01678,0.00641,-0.01419,-0.005707,-0.005096,-0.00992,0.01416,0.00644
0.0004578,0.00757,-0.1041,-0.0446,-0.02548,-0.0797,-0.006104,-0.01053,-0.007446,0.002167,-0.01184,-0.00461,-0.03232,-0.0529,0.00949,0.01663,0.03104,0.01907,-0.01917,-0.0447,-0.02853,-0.0664,-0.0918,-0.06665,-0.04285,0.00699,-0.08966,-0.0667,-0.05786,-0.04587,-0.03442,-0.05652,-0.0372,0.0007324,-0.01666,0.00531,-0.01007,-0.003784,-0.00461,-0.00525,0.01627,0.01102
0.0304,0.01196,-0.0987,-0.03168,-0.01678,-0.0581,-0.00824,-0.01251,-0.00983,0.007263,-0.0126,-0.00467,-0.03607,-0.0533,0.005096,0.01199,0.0296,0.01309,-0.013214,-0.04224,-0.02551,-0.07544,-0.08923,-0.07214,-0.04742,-0.003418,-0.09937,-0.07776,-0.0875,-0.02765,-0.02853,-0.05438,-0.0322,0.0006714,-0.01306,0.00412,-0.002075,-0.001556,-0.00241,0.001373,0.01764,0.01657
0.04785,0.01596,-0.0803,-0.015594,-0.0054,-0.03113,-0.01053,-0.01413,-0.01254,0.01135,-0.01318,-0.004852,-0.0374,-0.05255,-0.001373,0.00873,0.02554,0.00925,-0.00357,-0.035,-0.01852,-0.0801,-0.083,-0.07117,-0.0467,-0.00961,-0.0947,-0.0746,-0.1026,-0.002472,-0.02106,-0.04532,-0.02588,0.00177,-0.005188,0.00299,0.007324,0.0001221,0.000519,0.007782,0.01831,0.0214
