g3_1_1bits,g3_2_1bits,g3_3_1bits,g3_1_2bits,g3_2_2bits,g3_3_2bits,g3_1_3bits,g3_2_3bits,g3_3_3bits,g3_1_4bits,g3_2_4bits,g3_3_4bits,g3_1_5bits,g3_2_5bits,g3_3_5bits,g3_1_6bits,g3_2_6bits,g3_3_6bits,g3_1_7bits,g3_2_7bits,g3_3_7bits,g3_1_8bits,g3_2_8bits,g3_3_8bits,g3_1_9bits,g3_2_9bits,g3_3_9bits,g3_1_10bits,g3_2_10bits,g3_3_10bits,g3_1_11bits,g3_2_11bits,g3_3_11bits,g3_1_12bits,g3_2_12bits,g3_3_12bits,g3_1_13bits,g3_2_13bits,g3_3_13bits,g3_1_14bits,g3_2_14bits,g3_3_14bits,g3_1_15bits,g3_2_15bits,g3_3_15bits,g3_1_16bits,g3_2_16bits,g3_3_16bits
0.3425,0.3425,0.3425,0.16723333333333337,0.16723333333333337,0.3425,0.19227142857142857,0.11715714285714288,0.3425,0.20228666666666675,0.09712666666666672,0.3425,0.20680967741935488,0.08808064516129036,0.3425,0.21730952380952387,0.08377301587301592,0.3425,0.21415511811023627,0.0816700787401575,0.3425,0.21465843137254906,0.08269294117647061,0.3425,0.21490861056751473,0.0821724070450098,0.3425,0.21451935483870974,0.08242688172043014,0.3425,0.21458187591597463,0.08255393258426966,0.3425,0.21461311355311355,0.08248901098901099,0.3425,0.2146287266512026,0.08252075448663174,0.3425,0.21460443752670458,0.08250452908502723,0.3425,0.21459229407635735,0.08249641712698755,0.3425,0.21460226901655607,0.08250038452735184,0.3425
0.3425,0.3425,0.3425,0.16723333333333337,0.16723333333333337,0.3425,0.19227142857142857,0.11715714285714288,0.26738571428571434,0.20228666666666675,0.09712666666666672,0.30744666666666676,0.20680967741935488,0.08808064516129036,0.2916161290322581,0.2089634920634921,0.08377301587301592,0.3007698412698413,0.2058748031496063,0.0816700787401575,0.29695826771653544,0.2064105882352942,0.08269294117647061,0.2971368627450981,0.2066769080234834,0.0821724070450098,0.2972256360078278,0.20629569892473124,0.0819129032258065,0.2972698924731183,0.20661910112359552,0.08204020517830976,0.29729198827552517,0.2065238827838828,0.08210380952380955,0.29743142857142857,0.20647629105115375,0.0821356000488341,0.29737273837138334,0.20648459378624193,0.0821514924006593,0.29740758713300386,0.2065047914059878,0.08214339121677303,0.29739291665395073,0.2064988433661403,0.08214736400396735,0.2974016281376365
0.3425,-0.1833,0.3425,0.16723333333333337,-0.008033333333333309,0.16723333333333337,0.19227142857142857,0.04204285714285716,0.19227142857142857,0.16723333333333337,0.0620733333333334,0.20228666666666675,0.1728870967741936,0.07111935483870971,0.20680967741935488,0.17557936507936514,0.07542698412698415,0.2089634920634921,0.17275354330708662,0.07338976377952758,0.21001496062992128,0.17341921568627458,0.07444509803921576,0.21053450980392166,0.17272113502935424,0.07496966731898244,0.21079275929549904,0.17237311827956994,0.07471720430107529,0.2109215053763441,0.17271309233023938,0.07484802149487055,0.21098578407425503,0.17262615384615385,0.07478498168498168,0.2110178998778999,0.17258270052496646,0.07481766573068008,0.21096975949212557,0.17259307208691946,0.07480191051699939,0.21100988219495828,0.172598257393109,0.0747940336313975,0.210997848445082,0.1726008499275197,0.07479811856260019,0.21099985503929206
0.3425,-0.1833,0.3425,0.16723333333333337,-0.008033333333333309,0.16723333333333337,0.11715714285714288,0.04204285714285716,0.11715714285714288,0.13218000000000005,0.0620733333333334,0.13218000000000005,0.12200322580645165,0.05415806451612906,0.12200322580645165,0.11715714285714288,0.05873492063492067,0.11715714285714288,0.11893149606299216,0.0609692913385827,0.11893149606299216,0.11980823529411769,0.06207333333333337,0.11774627450980399,0.1192150684931507,0.06159315068493154,0.11715714285714288,0.11891935483870972,0.06135376344086024,0.11737741935483872,0.1190285784074255,0.06097738153395216,0.1174873961895457,0.1189547496947497,0.06104612942612944,0.11741394383394385,0.11898204126480286,0.06108049078256628,0.11737723110731293,0.1189956845510591,0.061097668314716524,0.11739097234938664,0.11900250556962802,0.06110625629444261,0.1173978423413801,0.1189978927290761,0.06110252689402612,0.1174012771801328
-0.1833,-0.1833,-0.1833,-0.008033333333333309,-0.008033333333333309,-0.008033333333333309,0.04204285714285716,0.04204285714285716,0.04204285714285716,0.0620733333333334,0.027020000000000044,0.027020000000000044,0.05415806451612906,0.037196774193548415,0.02023548387096777,0.05038888888888893,0.04204285714285719,0.02535079365079368,0.05268897637795278,0.04440866141732286,0.02784803149606302,0.05382549019607846,0.04145372549019613,0.024958039215686317,0.053361448140900214,0.04204285714285716,0.025579452054794533,0.05364408602150539,0.04233655913978496,0.025889247311827984,0.053528334147533,0.04248319491939426,0.026043917928676136,0.053470500610500626,0.04242805860805862,0.025992796092796117,0.05350578683921381,0.04240050054938352,0.02596724453668664,0.05352342672282248,0.042386724043215585,0.025954471098089543,0.05353224585711239,0.04239588305307174,0.0259641315958129,0.05352863202868699,0.042400462348363505,0.025968961623559966
-0.1833,-0.1833,-0.1833,-0.008033333333333309,-0.008033333333333309,-0.008033333333333309,-0.03307142857142856,0.04204285714285716,-0.03307142857142856,-0.008033333333333309,0.027020000000000044,-0.008033333333333309,-0.013687096774193525,0.02023548387096777,-0.013687096774193525,-0.008033333333333309,0.02535079365079368,-0.01637936507936505,-0.009413385826771647,0.02370787401574806,-0.013553543307086607,-0.008033333333333309,0.02289607843137259,-0.014219215686274489,-0.008376320939334603,0.022492563600782806,-0.013521135029354175,-0.008547311827956955,0.022805376344086054,-0.013687096774193525,-0.008375818270639934,0.022704689789936505,-0.014026819736199292,-0.008546935286935259,0.022654383394383415,-0.013939755799755787,-0.008504077646197011,0.0226934318154072,-0.013896239775363167,-0.008482652749801589,0.0226808582066777,-0.013906579991454504,-0.00848798791467023,0.022674571977904623,-0.013911749626148218,-0.00848263218127715,0.022671429007400656,-0.013914334325169725
-0.1833,-0.1833,-0.1833,-0.008033333333333309,-0.008033333333333309,-0.008033333333333309,-0.03307142857142856,0.04204285714285716,-0.03307142857142856,-0.043086666666666634,-0.008033333333333309,-0.043086666666666634,-0.06457096774193546,0.003274193548387122,-0.03064838709677417,-0.05810952380952378,0.008658730158730199,-0.03307142857142856,-0.059095275590551166,0.007147244094488192,-0.03425433070866141,-0.05958235294117645,0.0064003921568627775,-0.03483882352941173,-0.059824461839530316,0.0070581213307240875,-0.035129354207436375,-0.05994516129032257,0.006872043010752699,-0.03476021505376342,-0.06000542256961405,0.006779140205178336,-0.03483277967757692,-0.06003553113553112,0.006861123321123347,-0.034740634920634894,-0.0600505799047735,0.006837907459406711,-0.03482296422903183,-0.06002600866752118,0.006858395898187181,-0.034799932857230015,-0.06002977080599381,0.006868639179662489,-0.03480446485793631,-0.0600316517891203,0.006865737392233173,-0.03479870756084533
-0.1833,-0.1833,-0.1833,-0.008033333333333309,-0.008033333333333309,-0.008033333333333309,-0.10818571428571427,-0.03307142857142856,-0.03307142857142856,-0.07813999999999997,-0.008033333333333309,-0.043086666666666634,-0.08153225806451611,0.003274193548387122,-0.03064838709677417,-0.09149365079365077,0.0003126984126984589,-0.03307142857142856,-0.0880763779527559,-0.005273228346456688,-0.030114173228346447,-0.0884498039215686,-0.003909411764705856,-0.030714901960784274,-0.0886354207436399,-0.003231506849315058,-0.029984540117416802,-0.08924193548387095,-0.003407526881720413,-0.030134408602150525,-0.08903102100635074,-0.003495407914020504,-0.030209233023937465,-0.0890540415140415,-0.003410915750915733,-0.030118217338217318,-0.08912973995849101,-0.0034328775485288343,-0.03013691856916123,-0.08910339376182626,-0.0034438564365500413,-0.03011417322834642,-0.08910626850184634,-0.003449345377971702,-0.03011884823145236,-0.08909968261234454,-0.0034440665293354322,-0.030121185626001357
-0.1833,-0.1833,-0.1833,-0.1833,-0.008033333333333309,-0.008033333333333309,-0.10818571428571427,-0.03307142857142856,-0.03307142857142856,-0.11319333333333331,-0.008033333333333309,-0.008033333333333309,-0.09849354838709676,-0.013687096774193525,-0.013687096774193525,-0.09983968253968252,-0.008033333333333309,-0.02472539682539679,-0.09635669291338582,-0.009413385826771647,-0.021833858267716527,-0.09875960784313724,-0.008033333333333309,-0.02040509803921564,-0.09789608610567513,-0.008376320939334603,-0.020723874755381594,-0.0979795698924731,-0.008547311827956955,-0.020882795698924705,-0.09802125061064972,-0.008375818270639934,-0.020705276013678525,-0.0980420757020757,-0.008418534798534771,-0.02061658119658119,-0.0981166768404346,-0.008439885239897416,-0.020636442436820862,-0.09808978209119207,-0.008450558505768146,-0.02061427699444543,-0.09809238258003478,-0.008455894650105267,-0.02063528855250707,-0.09810170595864803,-0.008450539406424012,-0.020629747463187575
-0.1833,-0.1833,-0.1833,-0.008033333333333309,-0.008033333333333309,-0.008033333333333309,-0.10818571428571427,-0.03307142857142856,-0.03307142857142856,-0.07813999999999997,-0.008033333333333309,-0.043086666666666634,-0.09849354838709676,-0.013687096774193525,-0.03064838709677417,-0.09149365079365077,-0.008033333333333309,-0.0414174603174603,-0.09635669291338582,-0.009413385826771647,-0.03839448818897637,-0.09463568627450979,-0.010095294117647036,-0.036900784313725454,-0.09480919765166339,-0.00940528375733854,-0.03718727984344419,-0.09489569892473117,-0.009575268817204274,-0.037330107526881706,-0.09493888617489007,-0.009660136785539786,-0.03740141670737662,-0.09483206349206348,-0.009702539682539674,-0.03743704517704516,-0.09484286411915514,-0.009787925772188955,-0.037454852887315315,-0.09484826344381368,-0.009766422511139544,-0.03746375511200631,-0.09485096285897394,-0.009771718497268572,-0.03745215918454539,-0.09485231250476843,-0.009766343175402425,-0.03744636148622871
