c3_1,c3_2,d3_1,d3_2,e3_1,e3_2,f3_1,f3_2,g3_1,g3_2,a3_1,a3_2,b3_1,b3_2,d-3_1,d-3_2,d-3_3,e-3_1,e-3_2,e-3_3,g-3_1,g-3_2,g-3_3,a-3_1,a-3_2,a-3_3,b-3_1,b-3_2,b-3_3
-0.01526,0.0631,0.09863,0.06506,0.1465,0.1812,-0.002808,0.02924,0.12463,0.131,0.0397,-0.00409,-0.0416,-0.0714,0.0001221,-0.01736,-0.05292,0.00888,0.00238,-0.04865,-0.003784,-0.026,-0.04327,0.03882,-0.001404,-0.00293,-0.003967,0.004547,-0.002625
-0.01965,0.05746,0.1095,0.0857,0.12256,0.1458,-0.00772,0.04056,0.1279,0.1504,0.01727,0.002441,-0.03497,-0.07086,-0.001434,-0.01819,-0.0474,0.011505,0.00296,-0.04504,-0.000763,-0.0297,-0.0406,0.02448,-0.003448,-0.009186,-0.004913,0.00522,-0.007355
-0.02277,0.05038,0.1265,0.11444,0.09174,0.0984,-0.0087,0.04517,0.1213,0.1543,-0.006073,0.0065,-0.02637,-0.06934,-0.003235,-0.01898,-0.03625,0.01315,0.00406,-0.0523,0.0003052,-0.03394,-0.03058,0.00989,-0.0065,-0.01538,-0.006317,0.00644,-0.012726
-0.02502,0.04306,0.1416,0.1555,0.05692,0.04694,-0.00699,0.04865,0.10596,0.1411,-0.03091,0.00812,-0.01514,-0.06726,-0.00583,-0.0202,-0.02142,0.01404,0.00479,-0.06042,0.0001526,-0.03775,-0.02393,-0.00351,-0.0101,-0.02014,-0.008026,0.00772,-0.01617
-0.02573,0.03662,0.1471,0.1945,0.01898,-0.002441,0.0001526,0.04922,0.0835,0.1145,-0.0551,0.00757,-0.000824,-0.06537,-0.00925,-0.0217,-0.01129,0.01376,0.00467,-0.06665,-0.0009155,-0.04068,-0.02719,-0.014496,-0.01361,-0.02255,-0.00943,0.00818,-0.01569
-0.02634,0.03146,0.147,0.2264,-0.01166,-0.04248,0.005005,0.04602,0.05554,0.07947,-0.0752,0.005646,0.01462,-0.06323,-0.013794,-0.0232,-0.006897,0.012054,0.003876,-0.0643,-0.002289,-0.04227,-0.04532,-0.0228,-0.01666,-0.0221,-0.01007,0.00711,-0.01105
-0.02661,0.02731,0.1277,0.2358,-0.03354,-0.07263,0.00653,0.0403,0.02347,0.04013,-0.08887,0.003357,0.03046,-0.06042,-0.01859,-0.02417,-0.009125,0.00873,0.002228,-0.05768,-0.00418,-0.04224,-0.08026,-0.02798,-0.01886,-0.02005,-0.010254,0.00476,-0.004578
-0.02621,0.02335,0.099,0.2133,-0.04367,-0.08984,0.003815,0.03006,-0.012726,-0.0003967,-0.0934,0.001099,0.04608,-0.05673,-0.02286,-0.02408,-0.015564,0.00406,-0.000885,-0.0485,-0.0065,-0.04037,-0.12067,-0.03128,-0.02011,-0.01761,-0.010315,0.001251,0.001862
-0.02481,0.0187,0.0658,0.1724,-0.04007,-0.0967,-0.00873,0.01483,-0.0512,-0.04056,-0.0907,-0.001251,0.06055,-0.0518,-0.02588,-0.0228,-0.0253,-0.001007,-0.005463,-0.03488,-0.00946,-0.03717,-0.1543,-0.03424,-0.02078,-0.01627,-0.010376,-0.001984,0.00653
-0.0224,0.013306,0.02405,0.1161,-0.03278,-0.0936,-0.02408,-0.00598,-0.08734,-0.07983,-0.08215,-0.00354,0.073,-0.04584,-0.0282,-0.02185,-0.0377,-0.005096,-0.01071,-0.02188,-0.0134,-0.03296,-0.1687,-0.03558,-0.02084,-0.01685,-0.0105,-0.00354,0.009125
-0.02014,0.007812,-0.01675,0.0595,-0.02127,-0.0816,-0.04257,-0.03226,-0.11584,-0.1165,-0.0698,-0.00592,0.0835,-0.03937,-0.02798,-0.02075,-0.04343,-0.0076,-0.015045,-0.009094,-0.0177,-0.02838,-0.1595,-0.03577,-0.02039,-0.01923,-0.01013,-0.003204,0.01007
-0.01788,0.003418,-0.0597,0.012024,-0.00757,-0.06274,-0.06244,-0.0605,-0.1321,-0.147,-0.0583,-0.00772,0.0918,-0.0323,-0.02472,-0.01816,-0.03943,-0.00864,-0.01712,0.005707,-0.02164,-0.02448,-0.1316,-0.0362,-0.01974,-0.02277,-0.00955,-0.001068,0.009796
-0.01489,0.001495,-0.0969,-0.02466,0.005463,-0.04037,-0.0786,-0.0896,-0.1335,-0.1663,-0.04813,-0.008514,0.0963,-0.02524,-0.01926,-0.01453,-0.02515,-0.00864,-0.01663,0.02444,-0.0246,-0.02136,-0.09015,-0.03735,-0.0191,-0.02603,-0.00821,0.001312,0.00958
-0.01196,0.00296,-0.1207,-0.04688,0.02042,-0.01965,-0.08923,-0.1107,-0.1206,-0.1709,-0.0413,-0.00699,0.09515,-0.0184,-0.011444,-0.009735,-0.0017395,-0.007935,-0.013855,0.04636,-0.02588,-0.01962,-0.0496,-0.04105,-0.018,-0.0278,-0.006287,0.002777,0.009674
-0.005676,0.00809,-0.1333,-0.0624,0.03168,-0.001434,-0.0876,-0.1145,-0.0969,-0.1604,-0.03806,-0.003357,0.08777,-0.01279,-0.001862,-0.002716,0.02515,-0.00647,-0.010315,0.0643,-0.02515,-0.01904,-0.01782,-0.04745,-0.01627,-0.02725,-0.00406,0.00235,0.01041
0.0047,0.01614,-0.1284,-0.07306,0.04205,0.00925,-0.0737,-0.10016,-0.0669,-0.1351,-0.0371,0.002014,0.07404,-0.00894,0.0076,0.00583,0.0517,-0.00406,-0.00766,0.075,-0.02252,-0.01865,0.0065,-0.05423,-0.01373,-0.02444,-0.002075,0.0002747,0.010925
0.01773,0.02576,-0.11365,-0.0795,0.04828,0.0137,-0.04752,-0.0664,-0.0342,-0.09863,-0.04013,0.009094,0.05548,-0.00714,0.014984,0.01428,0.0724,-0.0006714,-0.006836,0.0765,-0.01901,-0.01825,0.02533,-0.0585,-0.01044,-0.02054,-0.0008545,-0.002106,0.011444
0.03296,0.0352,-0.0913,-0.0816,0.04846,0.01807,-0.0119,-0.02008,-0.001526,-0.05597,-0.04517,0.01709,0.03467,-0.00757,0.02075,0.02206,0.08356,0.003662,-0.007446,0.067,-0.01553,-0.01721,0.0461,-0.0584,-0.006317,-0.01645,-3.05e-05,-0.003998,0.012085
0.04724,0.04224,-0.06104,-0.0729,0.04752,0.02316,0.02383,0.03238,0.02869,-0.01111,-0.05255,0.02548,0.01376,-0.00934,0.02481,0.02896,0.0862,0.008026,-0.00812,0.05164,-0.01233,-0.015564,0.0698,-0.05255,-0.001892,-0.01312,0.0001221,-0.004456,0.01129
0.06003,0.04562,-0.03152,-0.05365,0.04535,0.0202,0.05624,0.0823,0.05396,0.0317,-0.0637,0.03345,-0.005676,-0.012115,0.02814,0.0349,0.0812,0.01108,-0.008026,0.03723,-0.00961,-0.01343,0.0962,-0.04117,0.001862,-0.011566,0.0,-0.003967,0.00821
0.067,0.04504,0.00177,-0.02478,0.04315,0.0334,0.08203,0.12256,0.0731,0.0686,-0.0757,0.0399,-0.02444,-0.0155,0.03082,0.0389,0.0725,0.01175,-0.00656,0.02768,-0.007324,-0.01102,0.1208,-0.02673,0.004425,-0.01172,-0.0002136,-0.002869,0.002258
0.0679,0.04117,0.03726,0.0123,0.0427,0.05447,0.0974,0.1498,0.08527,0.09814,-0.0901,0.04385,-0.04227,-0.01959,0.0332,0.04126,0.06433,0.01016,-0.00418,0.02249,-0.004883,-0.00906,0.136,-0.01349,0.005432,-0.01288,-0.0002747,-0.002167,-0.00531
0.0655,0.03537,0.0685,0.04947,0.038,0.08215,0.10297,0.1597,0.08936,0.1188,-0.10364,0.04483,-0.05862,-0.02444,0.0353,0.0417,0.05777,0.007904,-0.001648,0.01712,-0.00241,-0.0076,0.1409,-0.003662,0.005127,-0.01422,-0.0002747,-0.002472,-0.01224
0.0587,0.02875,0.0946,0.0818,0.02368,0.11707,0.09766,0.1506,0.08594,0.1294,-0.1167,0.04156,-0.07275,-0.02905,0.0359,0.04044,0.05396,0.00653,3.05e-05,0.01239,-0.0004578,-0.00699,0.1382,0.002441,0.00412,-0.01495,-0.0002441,-0.003479,-0.01672
0.0505,0.022,0.0908,0.10205,0.01831,0.1538,0.0824,0.125,0.0759,0.1307,-0.1272,0.03406,-0.0831,-0.03287,0.03485,0.03745,0.05096,0.007416,9.155e-05,0.007477,0.0004578,-0.006714,0.1313,0.005188,0.0029,-0.01425,-0.0003357,-0.005005,-0.01764
0.04425,0.01538,0.0801,0.1091,0.01398,0.1951,0.05743,0.0857,0.06,0.12305,-0.1333,0.02243,-0.0895,-0.0353,0.03116,0.03265,0.04654,0.010254,-0.000702,0.000763,6.104e-05,-0.006317,0.1223,0.006622,0.001923,-0.01181,-0.000946,-0.00647,-0.015564
0.04068,0.008545,0.0551,0.10876,0.01581,0.2123,0.02359,0.03668,0.03882,0.10767,-0.136,0.00876,-0.0924,-0.0354,0.02509,0.0268,0.0357,0.01373,-0.001648,-0.00525,-0.001831,-0.00528,0.10944,0.00891,0.001068,-0.00839,-0.001923,-0.00824,-0.01251
0.04187,0.001312,0.01682,0.1019,0.01947,0.2158,-0.01434,-0.01651,0.013306,0.08594,-0.1342,-0.00589,-0.093,-0.03372,0.0166,0.01917,0.0162,0.01614,-0.001892,-0.00958,-0.005127,-0.003296,0.0865,0.013214,0.0002136,-0.00473,-0.003265,-0.01047,-0.01059
0.04523,-0.006165,-0.01895,0.0946,0.02585,0.2075,-0.05408,-0.0713,-0.014435,0.05997,-0.1333,-0.02057,-0.092,-0.0297,0.006805,0.00995,-0.008484,0.01584,-0.001709,-0.009766,-0.00937,-0.0002136,0.05145,0.01895,-0.000885,-0.001526,-0.00467,-0.0126,-0.010925
0.0482,-0.013214,-0.0578,0.08813,0.0348,0.1699,-0.0927,-0.12463,-0.04178,0.0322,-0.1289,-0.03284,-0.0888,-0.02332,-0.002167,-3.05e-05,-0.0352,0.01282,-0.001404,-0.00717,-0.01416,0.003265,0.01016,0.02454,-0.002228,0.0005493,-0.006165,-0.01465,-0.01282
0.04913,-0.01892,-0.0758,0.0824,0.02518,0.1188,-0.127,-0.175,-0.0657,0.004456,-0.12396,-0.04358,-0.08386,-0.01492,-0.010284,-0.01022,-0.05997,0.0083,-0.001343,-0.003204,-0.01923,0.006622,-0.03345,0.02805,-0.003784,0.001251,-0.007507,-0.01633,-0.01535
0.04678,-0.02231,-0.09656,0.0751,0.01343,0.05695,-0.1548,-0.2178,-0.0838,-0.02115,-0.1169,-0.0536,-0.077,-0.004486,-0.01611,-0.02023,-0.0792,0.004364,-0.001404,0.001129,-0.02414,0.009,-0.07336,0.02795,-0.00534,0.0006714,-0.0087,-0.0163,-0.01648
0.04285,-0.02307,-0.1107,0.0581,-0.001709,-0.00595,-0.1707,-0.2467,-0.09576,-0.0436,-0.1048,-0.06204,-0.0692,0.006866,-0.0202,-0.0292,-0.0917,0.00232,-0.00119,0.003967,-0.02866,0.00989,-0.1034,0.0245,-0.006836,-0.0007324,-0.00986,-0.01523,-0.01608
0.03738,-0.0213,-0.10767,0.0307,-0.02768,-0.0552,-0.172,-0.2573,-0.1015,-0.06213,-0.08997,-0.0676,-0.06183,0.01883,-0.02289,-0.03702,-0.0978,0.002167,-0.0001526,0.010345,-0.03235,0.00937,-0.11884,0.02008,-0.008026,-0.002228,-0.01077,-0.013306,-0.01511
0.03186,-0.01709,-0.10474,-0.005463,-0.05057,-0.09534,-0.158,-0.2456,-0.1005,-0.07684,-0.07275,-0.0706,-0.05518,0.03033,-0.02515,-0.04337,-0.09985,0.003113,0.001617,0.01678,-0.03555,0.00757,-0.1212,0.01654,-0.00931,-0.003601,-0.01169,-0.01111,-0.01318
0.02939,-0.01099,-0.0932,-0.04816,-0.06934,-0.11633,-0.1309,-0.2137,-0.093,-0.08716,-0.05618,-0.0696,-0.04974,0.04086,-0.02841,-0.04868,-0.09973,0.003601,0.00409,0.01752,-0.03793,0.00528,-0.1142,0.01593,-0.01071,-0.004364,-0.012115,-0.009705,-0.01199
0.02982,-0.003418,-0.0723,-0.0918,-0.06885,-0.1218,-0.09576,-0.1652,-0.07983,-0.0923,-0.037,-0.0641,-0.0443,0.05005,-0.03186,-0.0528,-0.09845,0.002838,0.006836,0.01248,-0.03925,0.002838,-0.1028,0.01807,-0.01181,-0.004547,-0.01233,-0.00833,-0.01166
0.0338,0.00479,-0.03976,-0.1307,-0.03903,-0.11273,-0.05682,-0.1059,-0.062,-0.09204,-0.01767,-0.05536,-0.03824,0.0574,-0.03607,-0.05542,-0.09766,0.0005493,0.00897,0.001617,-0.0401,0.0004578,-0.094,0.02182,-0.01254,-0.004456,-0.01227,-0.006805,-0.01172
0.03937,0.013336,0.02039,-0.1606,0.00839,-0.0831,-0.0177,-0.04187,-0.04123,-0.08545,0.0029,-0.04343,-0.03165,0.06238,-0.03967,-0.05634,-0.09705,-0.002777,0.010284,-0.007904,-0.04016,-0.001495,-0.087,0.02582,-0.012726,-0.00421,-0.012054,-0.00522,-0.01187
0.04382,0.02167,0.0874,-0.179,0.07007,-0.04907,0.02005,0.02191,-0.01999,-0.07336,0.02301,-0.03036,-0.02383,0.0642,-0.04193,-0.05502,-0.0952,-0.006165,0.01071,-0.01074,-0.03964,-0.002808,-0.08105,0.02817,-0.01239,-0.004333,-0.01178,-0.003845,-0.01138
0.04636,0.02933,0.1539,-0.1823,0.1287,-0.00986,0.05606,0.0796,6.104e-05,-0.05774,0.0422,-0.017,-0.01593,0.0625,-0.04263,-0.052,-0.0909,-0.00891,0.010345,-0.005432,-0.03827,-0.003723,-0.073,0.0281,-0.01187,-0.00479,-0.01138,-0.003052,-0.0105
0.04416,0.03592,0.2106,-0.1663,0.1759,0.03613,0.08905,0.1284,0.01721,-0.03955,0.05792,-0.004547,-0.00845,0.05728,-0.04153,-0.0478,-0.08264,-0.01077,0.00946,0.006226,-0.03577,-0.004364,-0.06213,0.02512,-0.011444,-0.00592,-0.01077,-0.003113,-0.009735
0.0388,0.041,0.2444,-0.1359,0.2094,0.07825,0.11755,0.1654,0.02963,-0.02151,0.06885,0.006256,-0.002258,0.04874,-0.0398,-0.043,-0.0707,-0.011444,0.008026,0.01752,-0.0318,-0.00473,-0.04968,0.02054,-0.01117,-0.00766,-0.00992,-0.004272,-0.00955
0.03198,0.0441,0.2632,-0.09265,0.2175,0.1196,0.139,0.189,0.03665,-0.006348,0.07605,0.0162,0.003143,0.0377,-0.03735,-0.03812,-0.05472,-0.01071,0.006195,0.022,-0.02689,-0.00476,-0.03577,0.01596,-0.01123,-0.009735,-0.00876,-0.006012,-0.00952
0.0238,0.04483,0.2559,-0.04062,0.2095,0.1473,0.1501,0.198,0.03845,0.004333,0.07715,0.02493,0.007385,0.02463,-0.0348,-0.03275,-0.03613,-0.008575,0.003998,0.01642,-0.02151,-0.004913,-0.02606,0.01236,-0.01166,-0.012115,-0.007294,-0.00806,-0.009094
0.0159,0.0429,0.2292,0.01535,0.1909,0.1664,0.1495,0.1923,0.03558,0.009125,0.07623,0.03244,0.009766,0.01044,-0.0323,-0.02689,-0.01627,-0.0054,0.001678,0.003876,-0.01608,-0.004974,-0.02203,0.0105,-0.012146,-0.01413,-0.0058,-0.00961,-0.00806
0.007965,0.03836,0.199,0.05548,0.1621,0.1749,0.1356,0.1733,0.02924,0.00888,0.0735,0.0395,0.010254,-0.00406,-0.02951,-0.02042,0.00357,-0.002075,-0.0003662,-0.00946,-0.01141,-0.004852,-0.02301,0.0101,-0.01251,-0.01517,-0.004395,-0.010956,-0.00653
0.0001526,0.03137,0.1613,0.10254,0.1282,0.1571,0.10876,0.1428,0.02109,0.006165,0.07025,0.04535,0.009,-0.0181,-0.0264,-0.013275,0.02097,0.0002747,-0.001984,-0.01834,-0.00766,-0.004456,-0.02899,0.010345,-0.012695,-0.01587,-0.003387,-0.012024,-0.00482
-0.006897,0.02234,0.1283,0.1523,0.0829,0.12195,0.07153,0.1012,0.01218,0.003113,0.06433,0.04816,0.006226,-0.03052,-0.02264,-0.00592,0.0351,0.000946,-0.003052,-0.02179,-0.00482,-0.003967,-0.0378,0.00986,-0.01279,-0.01572,-0.002563,-0.01239,-0.00351
-0.01431,0.012146,0.0952,0.1978,0.03375,0.0667,0.02792,0.0519,0.003357,0.0007324,0.0545,0.0469,0.002533,-0.04044,-0.01865,0.001373,0.0451,3.05e-05,-0.003845,-0.0206,-0.002747,-0.003357,-0.04843,0.00784,-0.01288,-0.015045,-0.002258,-0.01227,-0.0029
-0.02084,0.001373,0.06445,0.2429,-0.02054,-0.00873,-0.01663,0.0,-0.005127,-0.001251,0.0426,0.04132,-0.00116,-0.04715,-0.01413,0.007904,0.05145,-0.001831,-0.004364,-0.017,-0.001099,-0.002686,-0.05713,0.004242,-0.01282,-0.014984,-0.002106,-0.01141,-0.0029
-0.02628,-0.009186,0.0457,0.2747,-0.082,-0.0879,-0.05743,-0.04962,-0.01352,-0.004425,0.02948,0.03333,-0.00525,-0.05023,-0.00882,0.01355,0.05582,-0.003204,-0.00473,-0.01633,0.0001221,-0.002014,-0.06067,-0.0004883,-0.012695,-0.01495,-0.002075,-0.01019,-0.0029
-0.03033,-0.01877,0.02255,0.3,-0.1416,-0.1636,-0.09045,-0.0924,-0.02252,-0.00983,0.01602,0.0246,-0.00949,-0.05023,-0.003082,0.01825,0.05975,-0.00299,-0.00464,-0.02069,0.001129,-0.001526,-0.05774,-0.005096,-0.012665,-0.01599,-0.002106,-0.008514,-0.002594
-0.03214,-0.02655,0.001251,0.2834,-0.1997,-0.2227,-0.11426,-0.1255,-0.032,-0.01813,0.00598,0.01566,-0.01352,-0.04776,0.003235,0.02182,0.06433,-0.000885,-0.003998,-0.02704,0.002136,-0.001648,-0.0462,-0.00842,-0.01242,-0.01752,-0.002106,-0.00757,-0.00235
-0.0323,-0.03192,-0.0206,0.234,-0.2485,-0.259,-0.1301,-0.148,-0.04086,-0.02908,-0.001892,0.00708,-0.01648,-0.0435,0.01022,0.02457,0.0691,0.00241,-0.002655,-0.0317,0.002869,-0.00238,-0.02875,-0.00983,-0.012115,-0.01883,-0.002167,-0.007477,-0.00241
-0.03021,-0.0348,-0.04877,0.169,-0.2778,-0.274,-0.1387,-0.1613,-0.04813,-0.04062,-0.010345,-0.0003357,-0.01825,-0.0381,0.01764,0.02655,0.0728,0.005676,-0.000824,-0.03314,0.003235,-0.003662,-0.007263,-0.009,-0.01172,-0.01953,-0.002289,-0.00836,-0.003448
-0.0261,-0.03534,-0.0738,0.0766,-0.284,-0.2622,-0.1406,-0.1654,-0.05328,-0.05038,-0.012085,-0.006836,-0.01886,-0.0319,0.02502,0.02814,0.0742,0.00784,0.0007935,-0.03082,0.00357,-0.005188,0.01434,-0.006317,-0.0112,-0.01938,-0.002625,-0.00998,-0.0058
-0.02072,-0.03403,-0.09644,-0.015015,-0.2627,-0.2314,-0.1361,-0.1602,-0.0555,-0.05518,-0.01468,-0.01279,-0.0181,-0.02548,0.0318,0.0293,0.07214,0.008484,0.001862,-0.0264,0.003479,-0.00656,0.03119,-0.003052,-0.01065,-0.0188,-0.003082,-0.0112,-0.00879
-0.01358,-0.03165,-0.11084,-0.08997,-0.22,-0.185,-0.1241,-0.146,-0.05396,-0.0537,-0.02386,-0.01779,-0.01617,-0.01929,0.03757,0.03006,0.06616,0.008026,0.001892,-0.02127,0.003296,-0.007477,0.04248,-0.0003052,-0.01007,-0.01767,-0.003662,-0.01126,-0.01169
-0.005585,-0.02838,-0.1135,-0.1404,-0.1638,-0.1247,-0.1044,-0.12354,-0.04837,-0.04593,-0.03162,-0.02231,-0.01312,-0.013794,0.04163,0.03058,0.057,0.007538,0.00119,-0.01553,0.003174,-0.0076,0.04736,0.000977,-0.009155,-0.01666,-0.004242,-0.00983,-0.01404
0.003265,-0.02448,-0.10986,-0.147,-0.09656,-0.0594,-0.077,-0.0936,-0.03854,-0.03375,-0.03345,-0.02722,-0.00885,-0.00946,0.04382,0.03064,0.04562,0.00772,0.00058,-0.00922,0.003082,-0.007263,0.04733,0.0004272,-0.007935,-0.01627,-0.0047,-0.00775,-0.015564
0.01242,-0.02017,-0.0947,-0.1323,-0.02728,0.0101,-0.04358,-0.05872,-0.02472,-0.01859,-0.03094,-0.03128,-0.003113,-0.006042,0.04416,0.03012,0.0342,0.00873,0.0005493,-0.002136,0.003357,-0.0065,0.0448,-0.001648,-0.00644,-0.01672,-0.004974,-0.005615,-0.01645
0.02084,-0.01529,-0.0734,-0.10376,0.0393,0.0757,-0.006104,-0.02185,-0.00836,-0.001465,-0.02151,-0.0323,0.003693,-0.003326,0.04315,0.02905,0.02496,0.01016,0.001495,0.004547,0.00409,-0.005524,0.0409,-0.004272,-0.00479,-0.01755,-0.005035,-0.00409,-0.01694
0.02832,-0.00983,-0.05115,-0.0719,0.0985,0.133,0.03174,0.01352,0.00925,0.01578,-0.005707,-0.02863,0.010895,-0.000763,0.04108,0.02728,0.01883,0.01129,0.003174,0.009796,0.005554,-0.00464,0.0373,-0.006317,-0.003143,-0.01822,-0.004974,-0.003815,-0.01743
0.0342,-0.003723,-0.03223,-0.04514,0.1455,0.1802,0.0652,0.04352,0.02698,0.03314,0.01312,-0.02014,0.01776,0.002014,0.03833,0.025,0.01547,0.01196,0.00482,0.01309,0.00717,-0.003876,0.03348,-0.00717,-0.001923,-0.01852,-0.00476,-0.00464,-0.01758
0.03854,0.002228,-0.02136,-0.01019,0.1793,0.2075,0.0906,0.06586,0.04288,0.04947,0.02866,-0.00879,0.0234,0.005768,0.03513,0.02234,0.01355,0.01218,0.005737,0.01404,0.00882,-0.003021,0.02884,-0.006683,-0.001129,-0.01791,-0.004486,-0.006042,-0.01672
0.04092,0.007202,-0.01492,0.02408,0.1973,0.2168,0.10516,0.07916,0.05548,0.0641,0.03616,0.00415,0.02719,0.0101,0.03125,0.01959,0.011444,0.01193,0.005554,0.0137,0.01001,-0.002075,0.02426,-0.00482,-0.000977,-0.01614,-0.00418,-0.006775,-0.015015
0.0411,0.01062,-0.007538,0.0631,0.2,0.2032,0.1085,0.08484,0.06384,0.0763,0.03488,0.017,0.02908,0.01563,0.02682,0.01685,0.00787,0.011444,0.004425,0.013916,0.010345,-0.000946,0.01923,-0.002106,-0.001343,-0.01398,-0.003937,-0.00653,-0.01288
0.03998,0.01236,0.005585,0.11816,0.188,0.1685,0.1021,0.0836,0.0671,0.08484,0.02206,0.0275,0.02881,0.02173,0.02158,0.013916,0.003204,0.010315,0.00293,0.0155,0.009735,0.0003357,0.01434,0.0007324,-0.001984,-0.01184,-0.003601,-0.00537,-0.010895
0.03708,0.012665,0.02249,0.1746,0.1616,0.11914,0.0883,0.076,0.06506,0.0886,0.00766,0.0355,0.02615,0.0285,0.0159,0.01123,-0.001312,0.00812,0.001862,0.01727,0.00833,0.001801,0.009705,0.003326,-0.002777,-0.0101,-0.003357,-0.003845,-0.009705
0.03204,0.01279,0.04535,0.2316,0.1255,0.06024,0.0696,0.06247,0.05823,0.087,0.0001221,0.04086,0.02164,0.03534,0.01004,0.008575,-0.004333,0.005005,0.001404,0.01727,0.00653,0.003448,0.00409,0.00537,-0.003418,-0.00922,-0.003174,-0.002777,-0.00952
0.0257,0.01395,0.0565,0.2695,0.08105,0.002533,0.04752,0.04242,0.04736,0.07855,0.002045,0.04456,0.01532,0.03735,0.00412,0.0058,-0.005127,0.00116,0.001617,0.01364,0.005005,0.00522,-0.001587,0.00711,-0.00354,-0.00888,-0.0029,-0.002472,-0.00995
0.01767,0.01611,0.04718,0.2827,0.03268,-0.04846,0.02316,0.01572,0.03397,0.0641,0.01337,0.0469,0.00839,0.04358,-0.0009155,0.00293,-0.003937,-0.002441,0.002014,0.005463,0.003967,0.007355,-0.006805,0.008484,-0.003265,-0.008484,-0.002625,-0.003021,-0.01016
0.00836,0.01968,0.02048,0.2776,-0.0152,-0.08936,-0.002808,-0.01636,0.01962,0.04617,0.03223,0.04727,0.001282,0.04688,-0.005493,-0.0001526,-0.001892,-0.005005,0.002075,-0.00476,0.003326,0.00949,-0.01044,0.00946,-0.002594,-0.00757,-0.002167,-0.003937,-0.00961
-0.0009155,0.02325,-0.02359,0.2413,-0.05923,-0.11255,-0.02982,-0.05023,0.005615,0.02637,0.055,0.04492,-0.005615,0.0477,-0.009094,-0.003235,-0.0006104,-0.00589,0.0017395,-0.0126,0.002625,0.01138,-0.01166,0.00983,-0.001892,-0.006134,-0.001709,-0.005005,-0.007904
-0.010254,0.0252,-0.067,0.1898,-0.0954,-0.1272,-0.0574,-0.0825,-0.007355,0.006927,0.07086,0.03958,-0.01199,0.05295,-0.01099,-0.006104,-0.000977,-0.005493,0.000885,-0.01471,0.001831,0.012665,-0.01022,0.00928,-0.001373,-0.00409,-0.001221,-0.006104,-0.005493
-0.01898,0.0261,-0.1136,0.129,-0.1225,-0.1345,-0.08374,-0.1096,-0.01852,-0.010254,0.0755,0.03128,-0.01782,0.0512,-0.01141,-0.007996,-0.003479,-0.004517,-0.0001221,-0.01068,0.0008545,0.013245,-0.00534,0.007996,-0.001129,-0.00177,-0.000702,-0.00711,-0.00299
-0.02673,0.02625,-0.1501,0.0617,-0.1399,-0.136,-0.10706,-0.1288,-0.02707,-0.02344,0.0706,0.02103,-0.02313,0.05255,-0.010376,-0.00903,-0.007507,-0.003723,-0.001068,-0.003021,-0.0004272,0.01312,0.0003357,0.006012,-0.000824,0.0001831,-0.0002747,-0.008026,-0.001282
-0.03348,0.02731,-0.1674,0.00461,-0.1512,-0.1477,-0.1251,-0.1394,-0.0323,-0.03207,0.06085,0.00964,-0.02777,0.0491,-0.008026,-0.00928,-0.012695,-0.003754,-0.001831,0.00537,-0.001312,0.012085,0.003815,0.003967,-0.0002136,0.001312,0.0001221,-0.00876,-0.001007
-0.03885,0.0293,-0.176,-0.0437,-0.1552,-0.158,-0.1353,-0.1404,-0.03397,-0.03717,0.05338,-0.00238,-0.03122,0.03976,-0.004974,-0.008484,-0.01736,-0.004303,-0.002228,0.01166,-0.001831,0.01068,0.002747,0.00238,0.0006714,0.001434,0.0003967,-0.00891,-0.002228
-0.04343,0.03207,-0.1643,-0.07825,-0.1565,-0.1654,-0.1359,-0.132,-0.03232,-0.03882,0.0482,-0.01251,-0.03308,0.03644,-0.002167,-0.00714,-0.02017,-0.004913,-0.002289,0.01474,-0.001923,0.009094,-0.003937,0.0017395,0.001892,0.001068,0.0006104,-0.008026,-0.00412
-0.04767,0.0361,-0.1384,-0.1001,-0.156,-0.1599,-0.1256,-0.11475,-0.0282,-0.03833,0.0437,-0.01974,-0.03317,0.03046,0.0001221,-0.00583,-0.02042,-0.004944,-0.00177,0.01535,-0.001678,0.007812,-0.01376,0.00235,0.003387,0.0004578,0.000641,-0.00659,-0.00592
-0.05054,0.03928,-0.10583,-0.11975,-0.1476,-0.135,-0.10516,-0.0897,-0.02267,-0.03687,0.04477,-0.02393,-0.03198,0.03104,0.001678,-0.00461,-0.01791,-0.004364,-0.0007324,0.01541,-0.001129,0.006836,-0.02405,0.003784,0.00473,-6.104e-05,0.0006714,-0.005066,-0.00699
-0.04453,0.04114,-0.07025,-0.1283,-0.1313,-0.1046,-0.0763,-0.0589,-0.01611,-0.0347,0.04376,-0.02481,-0.0299,0.03177,0.002441,-0.003418,-0.01306,-0.003479,0.00058,0.01566,-0.0003967,0.006317,-0.0317,0.00522,0.005768,0.0001831,0.000641,-0.003845,-0.00699
-0.0365,0.04166,-0.03732,-0.1262,-0.1008,-0.06042,-0.04166,-0.02393,-0.00885,-0.03162,0.04083,-0.02255,-0.02756,0.02527,0.00241,-0.001892,-0.006165,-0.002563,0.001801,0.01477,0.000519,0.006134,-0.0342,0.006226,0.00644,0.001221,0.000641,-0.003479,-0.006073
